	BB22.10A	BB22.10AL	BB22.10AS	BB22.10ASL	BB22.11A	BB22.11AL	BB22.11AS	BB22.11ASL	BB22.12A	BB22.12AL	BB22.12AS	BB22.12ASL	BB22.13A	BB22.13AL	BB22.13AS	BB22.13ASL	BB22.14A	BB22.14AL	BB22.14AS	BB22.14ASL	BB22.15A	BB22.15AL	BB22.15AS	BB22.15ASL	BB22.16A	BB22.16AL	BB22.16AS	BB22.16ASL	BB22.1A	BB22.1AL	BB22.1AS	BB22.1ASL	BB22.2A	BB22.2AL	BB22.2AS	BB22.2ASL	BB22.3A	BB22.3AL	BB22.3AS	BB22.3ASL	BB22.4A	BB22.4AL	BB22.4AS	BB22.4ASL	BB22.5A	BB22.5AL	BB22.5AS	BB22.5ASL	BB22.6A	BB22.6AL	BB22.6AS	BB22.6ASL	BB22.7A	BB22.7AL	BB22.7AS	BB22.7ASL	BB22.8A	BB22.8AL	BB22.8AS	BB22.8ASL	BB22.9A	BB22.9AL	BB22.9AS	BB22.9ASL
BB22.12AS	92.99815800855212	87.24095791259883	71.16343289847376	69.55618706295245	93.49188600260938	86.5806551687846	62.48012836921252	60.998663102356645	60.161127441647686	83.31844427903654	0.0	10.910122174881145	62.37365687160254	92.13117070647068	63.06739365017388	67.58302535448185	64.89514808411235	87.28604013853695	68.1551791493207	67.65597072072434	68.01285212788896	100.69018849844882	64.8792687780912	71.17157642777383	63.98360443921369	90.57321491001672	75.26467805682938	74.41876929561657	116.40713488056319	126.19004322482891	112.40197352895278	115.87860240143462	110.31728213967216	106.89403706341139	111.74275358415089	111.01781394795034	90.91197213905981	91.57540541959952	92.00269476516448	89.75162394297485	104.07272721622545	92.91151420071073	103.4366926192112	99.05012504534204	86.99842460716124	103.07595800843302	96.61916224061349	97.24955228874559	98.61033494695106	97.66885948565776	87.44673152374325	88.06976794329557	86.0719195161298	93.78805660349084	87.54052754993609	85.99173541011686	75.47696228412771	90.47221549001988	78.02583131098453	76.35134967441778	77.18217328292502	99.06889993515931	77.04264878215764	83.56176696161843
BB22.12ASL	91.01408916995513	84.23480435442627	70.25473339132525	67.78475078238145	91.50248879962977	83.25020180959508	61.615629163635155	59.04177346716664	57.71513581688939	78.96594584749853	10.910122174881145	0.0	59.41785115253344	88.6950143563509	62.10583052524951	65.52195667863194	62.32302652162707	84.14165555752311	66.45054207774679	64.84041887555271	66.34668790769008	97.57539700845159	64.39215454017494	69.34652002189078	61.60338734707998	87.27864745858645	75.06869280555797	72.61151709661951	115.49141013777592	123.8648228389484	111.78128939911576	114.40624741019379	109.03466249758041	104.57533944700107	111.15216436016715	109.9172658811469	89.36593816887476	88.83590312801367	90.82028360291042	88.43101630645145	103.13831851322814	90.30716301223757	102.89312610586903	98.28980717577353	85.53095978745655	100.7633215727628	95.88901699970911	96.15318806147914	97.94248634020745	95.07705129205391	86.60099759604013	86.76321143072168	85.24439744848634	91.29327852837083	86.93456018395337	84.88599609849688	73.72861733703026	87.78057168051657	77.05240385390742	74.90644651571439	75.03359083958182	95.85495367860034	75.61850470411379	80.67715645197721
BB22.13A	90.87955996665345	82.14214031940155	76.64344841717623	72.18471890243808	91.18937603498965	81.86429293292316	69.70965637353864	66.08220146442764	57.69244707454372	77.92516212285912	62.37365687160254	59.41785115253344	0.0	81.9252034559496	69.73775815372217	68.42172457715519	56.152736573780466	77.8635904663007	65.18209816673557	57.737488788999144	63.13074536033424	89.40419542185354	67.86719696668675	67.5343847736119	60.0783792576829	80.69257086880154	77.65320710106388	70.42478087080138	117.9458475045122	121.20104963079001	115.5689583934881	116.43003622904325	110.28788436564137	102.09994920502592	114.17931802942813	111.85533527742949	92.26746198235016	86.97229210122413	94.82417846666817	91.95929761412725	105.89875516095837	88.46510542115514	108.70699903289731	103.54413018541365	85.47121899471011	98.06003203023695	99.2936349846465	98.43754015667537	102.05661010938125	92.38579529947204	92.72176032727594	91.3988473422224	90.31884820344227	89.74438080711921	92.97592138185796	90.43314061856661	77.20867815741458	86.79489873383153	84.2560573153956	81.44147769300957	76.26621290380051	91.89590285820879	79.1664191685252	80.18972812015014
BB22.13AL	81.24706000241797	67.57978797099751	97.51082039167369	88.74294685399167	81.35419533383798	67.51524082567317	94.85712721434304	88.5970322445527	76.18535670835546	65.33573553233913	92.13117070647068	88.6950143563509	81.9252034559496	0.0	95.61752613633615	75.66838465011371	75.89539448520051	65.70978241817075	80.76853827783374	70.07071585743549	89.2098373418047	80.84755296649945	96.81759696982265	93.9931916366624	79.12703178449864	60.19490533954651	105.8728126314841	91.93198684123487	129.5036887718479	113.50450415856947	129.11606635145037	124.9880178591295	123.75479460845321	94.35055739918113	128.82162439569052	124.3095478436831	106.64502779604433	75.73371798732923	112.39211680263205	108.77222308791261	121.0837985121703	75.35406578481833	127.24502101593737	120.24680999606741	98.16932438077647	90.33610514232505	117.50425931187918	114.35475519604431	122.00137275113096	81.19987665360321	113.32221316801639	107.55487663126054	109.41916646888846	79.74468872179608	113.82490995779006	107.24453059664383	92.15914323059496	75.01310872879588	104.25163566265853	100.22078654680661	84.55925736631319	77.74293022129193	86.8613966082884	79.66111904663254
BB22.13AS	99.44511227823183	94.73658245055024	72.63466201353884	71.32703731876617	99.78353599831937	97.00333323896706	65.75991363668713	66.56293446345546	74.51078278759637	91.87247318273099	63.06739365017388	62.10583052524951	69.73775815372217	95.61752613633615	0.0	38.10641517787342	69.32646304365092	95.03946804862485	66.33850730895287	69.03158884869606	70.8215322547129	108.45723120420944	61.541217629796336	69.9511922440355	68.65328318642531	96.17190537434695	69.87358490413446	69.58245631831336	119.18828697594687	132.50116322231608	113.157276721847	117.99985684568202	114.1292234920235	113.28679320278543	111.94071470204928	111.7991464582914	90.8128632414545	97.27342968029384	91.53721222776318	89.61184250975857	100.22291737460341	98.79072017001822	101.60063120706359	97.85740540606221	93.96162311832158	111.03870060218958	99.39166254825741	100.79831682539917	98.80663810250424	102.87101791481578	86.97194846379708	88.31596930257332	88.46237217047286	101.51351935882967	88.35687187143407	87.99922205142579	78.62053944644	96.72144254824275	79.8849249187751	77.9899788050337	83.06103176852531	106.50976156640952	82.51002047550911	89.8188535519407
BB22.13ASL	102.53384551333036	91.96177512068182	78.54075839588336	72.84588358137702	102.84082351079378	94.3862518683042	71.75640674819907	68.83999415752062	76.33006011710677	91.74973219034916	67.58302535448185	65.52195667863194	68.42172457715519	75.66838465011371	38.10641517787342	0.0	71.58610722078403	93.04728698445776	72.90226071605993	69.58102068547474	71.93582329167559	104.89665894378241	67.49956503757365	70.48302103495169	71.54918931425125	89.67935960013939	75.33748209138379	67.18063871129107	122.75801568542124	130.4876245540125	118.74150552676664	120.14317872886006	117.30312149851066	112.41718108061129	117.45727576500627	115.36422423795452	94.42925967074052	98.9221697818562	96.69093827344832	94.59182843432693	104.1662488882377	99.01967816695006	107.13270368314885	101.87627609130854	97.96423039828908	110.82817257332992	104.87288332268888	104.76863100343398	102.16364965576305	100.6604417708853	93.32063481364392	91.18604527065696	92.74516150372493	100.4641613597028	95.07939543843264	91.85015816297361	82.71111857544018	98.57955182510791	86.25472053660508	83.88817123209334	86.76948627402345	102.34019642562076	87.47257050424767	87.6771364734621
BB22.14A	74.50893339741883	72.11178104791912	72.00775423678526	69.55405705109061	74.86320176321719	71.62245168879797	69.65422917214208	67.3655743643753	51.45288391817279	65.00962726174062	64.89514808411235	62.32302652162707	56.152736573780466	75.89539448520051	69.32646304365092	71.58610722078403	0.0	64.18148963532462	49.760950239996916	43.9183324230531	60.75052831199569	81.16271710665508	66.3306226975991	68.25329175155422	48.155542521816095	69.46455402018054	77.87653725429762	71.91946966646498	113.89403217940779	113.8005521536766	109.76080638146007	111.51541004068956	107.68077772623009	91.41423809231391	109.992214316894	107.65548847658013	87.86351600801203	71.67693755622578	90.12185041171217	86.82860852356752	104.08787580165205	74.31005797445712	106.14040220384362	101.06994357645047	78.55115923063451	86.9588078438622	95.02152208342717	93.83226653407596	102.41810181678638	81.62723197090408	88.91345084520493	88.18355280449674	88.91327198683241	78.25567364099014	88.97176710688825	86.57063607267102	71.50174066560994	72.05986108978199	80.38448253949026	77.29665165301356	67.09164773362949	83.23549527925357	66.91133796707673	72.66536010815521
BB22.14AL	49.60289383255394	54.16682670625901	86.65994963471132	81.4356953299439	49.534536685642756	50.72337309037893	88.43144714716796	84.06102200586623	64.51901536484053	40.93445172892339	87.28604013853695	84.14165555752311	77.8635904663007	65.70978241817075	95.03946804862485	93.04728698445776	64.18148963532462	0.0	71.5205749366389	53.2531514651631	84.62916144708731	62.42052236898413	92.90047591725076	90.07641714315878	69.74051361741633	54.42376329436147	103.81213991373872	94.44257351665773	118.24903519911088	104.26916503836239	116.16012201193102	114.13722917214815	112.06141458663087	79.75350823344858	116.97873426123196	112.87748648514253	96.00512235155135	48.213992919342445	101.73906657315196	97.28415661221412	113.00185365948396	51.87906974665611	117.91015311892608	111.55035964132708	81.8755590139974	71.43413457596994	104.70284128985121	100.97327893686987	114.19563719091063	68.21067655866172	101.42039536398342	98.1703945042182	99.6684679185044	62.57600535922343	101.91892521947064	97.08191855139292	79.85404451364464	47.01628601730306	92.06481678983556	87.82059355751517	68.39442615494545	64.76102777480854	68.00271017740837	68.47805743524692
BB22.14AS	70.71722678526164	75.44355750220454	67.26930337586954	68.93476691617795	71.11644539346838	76.61908554803601	67.36023517616687	67.93706144889046	57.55001374980869	67.587111059354	68.1551791493207	66.45054207774679	65.18209816673557	80.76853827783374	66.33850730895287	72.90226071605993	49.760950239996916	71.5205749366389	0.0	32.076529908984895	66.0945674396829	90.16284112333801	64.1449978586512	70.62874256571484	52.845760071405124	76.1659889204325	76.54117910087434	74.14913776986663	113.26782526997073	116.46511174342604	107.65299826558723	111.54256088084855	107.51687139373048	93.47303438786338	107.7103550218533	106.77865440450282	85.50354394991633	71.62849532309386	88.51144469648465	85.07345349585276	102.36511415525582	73.91704339976226	104.77972725895707	99.80464755154946	78.13086131372695	89.57810813500622	93.38404390553383	93.62817210465309	102.36229381465395	85.70940602401468	86.57693435879231	88.16655995273092	86.49591383272003	79.18813548262249	85.37159126444247	84.61677373847563	69.90722827493686	70.76981805548516	76.50164843737248	73.36649190793959	62.457471070034515	86.46936631928958	63.7335606987441	74.63958422900066
BB22.14ASL	70.05395790886567	67.05989020970917	70.48545573106568	66.84022593510136	70.38687127816401	67.765151432981	68.65846311040778	65.87632783605275	53.52875836734195	61.02348793410026	67.65597072072434	64.84041887555271	57.737488788999144	70.07071585743549	69.03158884869606	69.58102068547474	43.9183324230531	53.2531514651631	32.076529908984895	0.0	62.41180407863219	77.56408460235355	65.75562987881773	65.81284085821817	50.65787201275114	66.40902098145942	79.00089397416838	71.73432365434147	111.98925244620358	110.60919594081383	108.56279425690445	109.36175579261108	105.15817357746208	87.4120768494935	108.3192658429222	105.40415434985128	85.41266244549641	67.1582278227363	88.92050259058426	85.16222369187354	101.74788807173188	69.71468492539185	105.05855084610053	99.38529289297178	76.48381552267723	83.00482055200831	94.17502441421647	92.17195339915175	101.15641580975911	77.39727864560238	87.59956390683067	85.93015367029135	86.56971469449437	73.95912508187796	87.75447350277568	84.65340399695764	70.25341342064993	67.68959831228882	78.44226300641762	74.99038769740076	62.96635245333955	78.12644723754198	64.63743682964014	68.43148303006512
BB22.15A	94.19150794137661	89.17885577473051	79.93864750893374	77.97497832786871	94.50917650553025	89.70384499436304	73.06425819222889	71.88576003598124	67.58765060613455	85.9895946602278	68.01285212788896	66.34668790769008	63.13074536033424	89.2098373418047	70.8215322547129	71.93582329167559	60.75052831199569	84.62916144708731	66.0945674396829	62.41180407863219	0.0	92.82724594464771	59.05679339914087	60.41266179825024	55.893297561782354	82.52426949135422	70.50510195088025	65.08716953819709	120.26423091893263	126.31354899664858	115.48638271427775	118.81184973110568	114.08839477031586	107.32999705969773	114.17677005831652	112.9504444702358	95.9114164129791	91.96312831202478	96.09875676961265	93.72099247546765	109.11961573740355	93.91176254512686	110.12218627035075	105.88451059437737	91.09881151037823	103.36594246835959	101.65883356890022	101.63412413209151	104.57542244195228	100.41249665144697	94.06285540860861	95.13959826813941	94.52772968575769	95.66706545527349	93.3422112521508	92.56750641265079	83.4106121260242	91.29299460925964	86.38848212032102	83.85493038425143	82.07099171167047	100.02250479168657	82.14571991940826	87.35806966584752
BB22.15AL	78.67548186194362	75.36379967638501	104.75804749610872	99.05854778456035	78.89836157625619	71.14048822041481	103.52448797176228	98.60044251560312	83.52004235758713	68.82126634938795	100.69018849844882	97.57539700845159	89.40419542185354	80.84755296649945	108.45723120420944	104.89665894378241	81.16271710665508	62.42052236898413	90.16284112333801	77.56408460235355	92.82724594464771	0.0	103.4669541917358	82.63041762817032	84.76457739230959	65.9837516147356	114.27835693610498	103.06215884381862	131.25630106303137	110.94725653079654	130.1905900605787	125.36071173379977	125.52137830011743	92.66947154961227	131.3193765222915	126.54995910043831	111.86573392588136	75.37020189450251	116.18842105007427	112.52252907746052	127.54958277408828	77.50014447124049	131.6160021224232	126.25219012012607	99.24386601886486	84.25437826710883	119.75163186161252	114.2771368779644	127.81376238344801	87.74766830267875	118.15140224737287	115.13273004045901	116.52053271261873	82.06679094417959	117.72322916901535	113.26003498401946	99.4136876584674	74.04906569893348	108.90968027378194	105.00006811536464	89.74781895925227	78.9218413564469	91.47599068746655	85.96936498553366
BB22.15AS	98.20194064614567	95.5922922706746	75.68006834836598	76.2220534892881	98.72451558678175	96.46296610874292	69.39538107877794	70.47149391394902	72.06776911750761	91.9663380097206	64.8792687780912	64.39215454017494	67.86719696668675	96.81759696982265	61.541217629796336	67.49956503757365	66.3306226975991	92.90047591725076	64.1449978586512	65.75562987881773	59.05679339914087	103.4669541917358	0.0	38.071418868253666	58.48435756646844	93.00530417293129	62.68093928052133	64.81024678469807	120.30886744938579	130.38917121790593	114.82199943279207	119.01074008792985	114.52239307966754	111.19075871664627	113.69521213376608	112.94846814092506	94.83779003970412	96.78147296589833	94.4692214684652	92.41951110675019	107.45628824492172	98.83734598252474	107.09496574730316	103.26375969085983	91.65630406462881	107.57695026295056	99.57674096193632	100.9345760971015	102.52335470529209	103.84598300037095	89.7535970490422	92.059623354293	91.97491780175343	99.8045057191626	91.11154164833162	90.74191558844814	83.57035645852413	96.23912806846502	85.52493667197189	83.35762800349258	83.44190807231605	106.82543815842232	82.79044563171684	91.49785515376064
BB22.15ASL	100.4388882760966	94.6521685814402	82.48175655687764	80.27191249339701	100.91457586788276	95.1207353312065	76.57881106822435	74.87000794719982	75.68764623316456	91.8331129337222	71.17157642777383	69.34652002189078	67.5343847736119	93.9931916366624	69.9511922440355	70.48302103495169	68.25329175155422	90.07641714315878	70.62874256571484	65.81284085821817	60.41266179825024	82.63041762817032	38.071418868253666	0.0	63.7325777997788	89.38380949363871	72.17177459675439	67.07943325243383	123.14237471241503	126.62292198835979	119.27268518360614	119.79662028638602	116.58480157259325	109.54083041726831	118.06443919877054	115.77863786038542	98.48755859112532	97.5665675010616	98.93710965780474	96.71098114898318	110.88621702302468	99.80973750395776	111.80232980573135	107.78108972550538	93.99609620948621	104.1389221129922	104.05704849113297	102.27040301353983	106.96084663139729	103.36548689832483	95.45150192880472	95.96706029590551	97.15642065698474	99.82398448649796	96.80818471152642	95.18925382724981	87.53552297984412	97.1602112911737	90.24283841290568	87.78965044775809	86.42367191610613	102.4594864459317	87.13899850161938	89.499562424497
BB22.16A	75.82072854642725	75.06499827486232	72.59614748799	70.45831623941862	76.14599628151502	75.04427697045608	69.67001490378247	68.04641876288817	52.67133345998798	68.14151099476831	63.98360443921369	61.60338734707998	60.0783792576829	79.12703178449864	68.65328318642531	71.54918931425125	48.155542521816095	69.74051361741633	52.845760071405124	50.65787201275114	55.893297561782354	84.76457739230959	58.48435756646844	63.7325777997788	0.0	69.56195477017852	70.69721612190345	65.76850693390605	116.3989258503281	118.29395920619697	111.4686137253245	114.46463350814884	110.49837697225578	96.21693346143242	111.69513131355176	110.14630735557446	89.19903586533394	73.77972121211126	92.74182910105067	89.4940899196265	106.37100474452703	77.06244898337587	107.00378761974585	102.16865815868911	81.50140901724218	92.22712106605599	96.70159647456839	96.83461289375929	103.53768461899861	86.52781394402	90.19912608516402	90.68973302350888	90.1856516275	80.97278565536904	89.44491814169822	87.52785179332363	72.8447392319795	73.25954145748187	80.18290529318841	76.76804018574288	68.29629156567688	87.57437143531378	68.27396436569371	76.22764110747845
BB22.16AL	66.27778723849778	65.03042398635391	94.35282471932251	88.3975957737391	66.60154476471152	60.31230189685044	92.1642750004883	87.37629890957936	71.57541866315874	55.20383950522296	90.57321491001672	87.27864745858645	80.69257086880154	60.19490533954651	96.17190537434695	89.67935960013939	69.46455402018054	54.42376329436147	76.1659889204325	66.40902098145942	82.52426949135422	65.9837516147356	93.00530417293129	89.38380949363871	69.56195477017852	0.0	99.40307946639139	80.82359297620377	124.17657823775579	110.1433954385643	122.02675277717272	120.3040013693688	118.8404301099139	88.2886956886874	122.70617510322758	119.08540631827347	102.1213369020213	63.02028064887811	107.21561204099525	103.38237505778015	118.61131924583508	65.75736857262211	123.39192769222998	117.70801949826674	91.68267819146388	83.35114797892736	112.31953317586921	109.76683973823008	120.03560027843554	79.43864878553269	109.25385159767109	106.85058754295319	106.37369514513443	72.94166016559643	108.8151578601898	103.87245750340911	87.29833522896791	61.40859787635494	99.19116533690624	95.0078953665474	78.83604953408117	74.81378940014487	80.0852292633355	79.04280245152619
BB22.16AS	107.80266214456854	105.4392013598305	85.42195563632544	85.8604751071251	108.15948851326638	107.44915785030327	79.06498308707661	80.89698842677674	83.41948247632294	102.26870495530433	75.26467805682938	75.06869280555797	77.65320710106388	105.8728126314841	69.87358490413446	75.33748209138379	77.87653725429762	103.81213991373872	76.54117910087434	79.00089397416838	70.50510195088025	114.27835693610498	62.68093928052133	72.17177459675439	70.69721612190345	99.40307946639139	0.0	33.30764371951577	125.95959097149498	139.660301177663	119.4412703019423	125.44376424890491	121.12039524310069	120.3055410035007	118.7437665147115	118.80376220219922	99.54575626993686	106.26994274819597	99.16744493189088	97.55551841755845	111.22727856775842	108.17227789276426	110.36624074972522	107.31645734778593	101.08341457599741	118.87787577932485	107.89069977730834	109.7146379343514	108.3919746908764	113.72036405544424	97.93654657620274	100.66637631677469	99.22684371190027	109.32044914236981	97.93476565397106	98.13662797135827	90.61844940055897	105.83674185258891	92.43275352822312	90.73436203622522	92.63124268838985	116.30841654396642	93.32481674924557	101.83507131721886
BB22.16ASL	102.8397260721243	97.32504861035044	85.76386970062438	82.84821014942217	103.17263363516257	98.4193839750413	78.68218938362763	77.16287449650052	78.5519944563613	94.06924983853118	74.41876929561657	72.61151709661951	70.42478087080138	91.93198684123487	69.58245631831336	67.18063871129107	71.91946966646498	94.44257351665773	74.14913776986663	71.73432365434147	65.08716953819709	103.06215884381862	64.81024678469807	67.07943325243383	65.76850693390605	80.82359297620377	33.30764371951577	0.0	124.85317833113812	133.82013689513562	119.50091787614743	123.22513596551	119.48228605301352	114.81177956208792	119.01195560093515	117.90371310587025	98.53702439595254	100.23691952527884	99.22644667103812	97.25906062778381	110.51404602037327	102.17370407798867	111.47595488612923	107.75872565212134	99.06716246963218	113.2572139904304	107.9663687592359	108.61669718748172	108.70195495425159	107.81356903711435	98.74130991343903	99.8921659153494	98.81023002039211	103.4995470335381	99.014120888999	97.4706821337463	88.20185963411437	99.80684056395758	92.37739308865851	90.10092155497273	89.3990565352636	107.7509176623261	90.91926509492784	95.14531505172319
BB22.1A	117.58248798463384	114.32588241977422	106.10790304477001	105.01671504528281	117.78986518708246	116.21211733420678	108.71101331755091	107.79291495421944	112.66689791685177	116.67089609487988	116.40713488056319	115.49141013777592	117.9458475045122	129.5036887718479	119.18828697594687	122.75801568542124	113.89403217940779	118.24903519911088	113.26782526997073	111.98925244620358	120.26423091893263	131.25630106303137	120.30886744938579	123.14237471241503	116.3989258503281	124.17657823775579	125.95959097149498	124.85317833113812	0.0	118.92002510030544	84.84882982587824	87.15952389118254	87.06704606503719	111.05022702182552	85.11824181375786	82.6196142726522	88.18580886968319	112.10360613014946	88.98556824561199	87.45672803760158	100.31439024787167	111.64802618939734	98.1917196328314	94.41086939439329	101.33749084243513	117.91904450960881	105.56944977048923	104.82913832066714	105.65516574917929	116.1258239531804	100.94483650386242	101.20131613660907	104.43321741889008	113.05782420440559	105.02606561194416	102.99777280076565	100.98539462915235	114.4868331744558	101.55189895642684	99.99259474473943	105.46751127205786	119.68916324649534	105.1368435263952	108.61289851850823
BB22.1AL	107.83603403894121	99.41220939406715	120.80547678962735	115.1247960007931	108.12880213198488	99.66015008196415	122.75326040588536	117.72213519242295	112.53128906065986	102.82665048699853	126.19004322482891	123.8648228389484	121.20104963079001	113.50450415856947	132.50116322231608	130.4876245540125	113.8005521536766	104.26916503836239	116.46511174342604	110.60919594081383	126.31354899664858	110.94725653079654	130.38917121790593	126.62292198835979	118.29395920619697	110.1433954385643	139.660301177663	133.82013689513562	118.92002510030544	0.0	125.13099264350608	90.12304654245786	116.7377056534374	88.7967075276494	127.67387172255458	118.4265716021842	112.76986550325725	99.11025788960072	121.24451920462577	117.55503710978142	127.11363735167147	98.75451903574871	132.67739854200948	127.08521378276124	109.52135748192568	99.26855684011844	126.93170648252864	120.24902501099757	133.60984211476568	100.22859106422798	127.21657479024282	121.12419208875853	124.51000979867916	99.63015560982146	127.08328640586551	120.66768873993192	112.4048768198129	102.46000849348016	121.83795339371414	118.55212717392011	108.06939210679568	97.92099933287801	110.40359350917446	101.63771216670483
